,tenure,paperlessBilling,monthlyCharges,totalCharges,churn,gender,age,phoneService,multipleLines,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,paymentMethod_Bank transfer (automatic),paymentMethod_Credit card (automatic),paymentMethod_Electronic check,paymentMethod_Mailed check,internetService_DSL,internetService_Fiber optic,internetService_No
252,12,1,99.7,7.087907818491252,1,0,82,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
253,34,0,116.25,8.282356541510982,0,1,71,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
254,70,0,65.2,8.426173793029069,0,0,82,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
255,2,1,94.2,5.243861180751978,1,1,58,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
256,6,1,80.5,6.182084906716632,1,0,45,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
257,1,0,19.85,3.0373539482448106,0,0,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
258,20,0,94.3,7.54274354536855,0,1,63,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
259,61,1,106.45,8.778703244995622,0,1,37,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0
260,5,1,65.0,5.786897381366708,1,0,52,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
261,56,1,105.45,8.683757925597753,0,0,27,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
262,30,1,95.0,7.955425088912672,0,1,21,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
263,40,0,104.8,8.341171747170762,1,1,27,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0
264,5,0,70.05,5.861498220647955,0,0,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
265,12,0,20.05,5.48728346606066,0,1,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
266,67,1,105.4,8.862596852428643,0,1,59,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
267,29,1,51.6,7.3114855497965845,0,1,61,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
268,23,0,75.6,7.46152544307344,1,0,74,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
269,34,1,100.05,8.132324513106724,1,1,61,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
270,72,1,115.75,9.028218795184895,0,1,51,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
271,35,0,19.6,6.532334292222349,0,1,72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
272,56,1,99.9,8.629700110594497,0,0,69,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
273,24,1,21.1,6.229299647165181,0,0,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
274,70,0,20.05,7.2474366465442985,0,1,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
275,2,1,79.95,5.080783053998338,0,1,25,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
276,68,1,65.0,8.394121193826242,0,1,50,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0
277,33,1,58.45,7.565197558671306,0,0,65,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
278,60,1,80.6,8.484049972822984,0,0,36,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
279,72,1,113.1,9.00506129644554,0,0,54,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
280,11,1,58.95,6.476125850853293,0,0,82,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
281,1,0,19.55,3.022860940942244,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
282,39,1,86.3,8.121688315102325,1,1,20,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
283,65,1,105.05,8.828970136872062,0,0,24,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
284,72,1,110.3,8.979995956558588,0,1,79,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
285,72,1,115.6,9.026922214135023,0,0,78,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
286,23,1,25.6,6.379783496381176,0,0,62,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
287,1,0,19.9,3.039749158970765,0,0,37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
288,38,0,70.6,7.8949889796668575,0,1,63,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
289,11,0,65.0,6.573680166960646,0,1,81,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
290,1,1,49.3,3.9180050771056933,0,1,74,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
291,7,0,69.7,6.1921579695846,0,1,73,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0
292,7,0,64.3,6.111689044414351,0,1,66,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
293,71,1,70.85,8.52344361674575,0,1,70,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0
294,71,0,65.0,8.437283808187935,0,1,35,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
295,35,1,65.0,7.730174795246222,1,0,39,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
296,11,1,40.4,6.098972754823267,0,0,78,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0
297,60,1,19.25,7.052721049232323,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
298,56,0,100.3,8.6336954071729,1,1,37,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
299,28,1,110.85,8.040704580054696,0,0,63,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
300,61,1,81.05,8.506142355229153,0,1,24,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0
301,9,1,65.0,6.373319789577012,0,1,82,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
302,12,0,19.0,5.43372200355424,1,0,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
303,4,1,89.2,5.879974171074619,1,0,76,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
304,1,1,65.0,4.189654742026425,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
305,3,1,20.0,4.110873864173311,0,0,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
306,52,1,63.25,8.098642843759418,0,1,80,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
307,72,1,99.15,8.873440043736828,0,1,31,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
308,71,0,90.4,8.767079934372616,0,1,80,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
309,46,0,24.9,7.044381876513962,0,1,59,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
310,30,1,84.3,7.835974581721566,0,1,40,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
311,1,0,45.6,3.8416005411316,0,1,62,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
312,16,0,54.85,6.778329731541679,0,1,24,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
313,4,0,65.55,5.572914199451162,0,1,52,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
314,65,1,20.4,7.190676034332207,0,1,56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
315,46,0,108.65,8.516973167212688,0,1,52,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
316,38,0,65.0,7.81237820598861,0,1,70,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
317,72,0,65.0,8.45126704130007,0,1,40,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
318,65,0,105.25,8.830871903893694,1,0,69,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0
319,15,0,65.0,6.883462586413092,0,0,74,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
320,8,1,25.25,5.313205979041787,0,1,80,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
321,40,1,85.05,8.132412674500905,0,1,28,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
322,7,0,20.0,4.948759890378168,1,0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
323,25,1,95.15,7.774750719131415,0,0,89,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
324,23,0,84.25,7.569798714490749,0,1,74,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
325,66,0,104.6,8.839943135128511,0,0,74,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0
326,72,0,111.65,8.992159486241718,0,0,49,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
327,49,0,90.05,8.392411975518806,1,1,90,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
328,43,1,110.75,8.468685487351195,1,1,51,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
329,10,0,20.35,5.320567975482857,0,1,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
330,40,1,54.55,7.688455356549944,0,0,67,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0
331,65,1,105.5,8.833244037918462,1,0,78,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
332,31,0,99.45,8.033966521841027,0,1,66,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0
333,68,0,70.9,8.480985534446727,0,0,20,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
334,56,1,104.55,8.675187902052455,1,1,23,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0
335,43,0,56.15,7.7896408841321145,1,0,64,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
336,49,1,89.85,8.390189021478232,0,0,87,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
337,15,1,25.25,5.939513141475882,0,0,71,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
338,1,1,45.7,3.8437441646748516,1,1,46,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
339,50,1,69.65,8.155792814470173,0,1,66,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
340,1,1,65.0,4.189654742026425,1,0,86,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
341,17,0,24.8,6.046426105181957,0,0,40,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
342,68,1,88.85,8.70662275966957,0,1,38,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
343,45,0,78.8,8.173857454773621,0,1,34,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0
344,37,0,20.35,6.625326052811805,0,1,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
345,4,1,24.25,4.584967478670572,1,0,65,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
346,10,0,45.25,6.116995269555192,0,0,64,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
347,1,0,20.05,3.0469005601283903,0,1,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
348,65,1,65.0,8.349011198176003,0,1,53,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
349,3,1,74.75,5.417210896488447,0,0,43,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
350,70,0,57.8,8.305731144875866,0,0,47,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
351,53,1,65.0,8.144969417087875,0,0,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
352,53,0,25.55,7.211667428293897,0,1,24,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
353,1,1,75.05,4.331391018705302,1,0,43,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
354,65,1,110.35,8.878183809422572,0,1,51,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0
355,48,0,24.55,7.072761113566404,0,0,31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
356,3,0,107.95,5.78336353732654,0,1,67,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
357,1,0,80.0,4.394449154672439,1,1,28,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
358,1,0,71.1,4.278054044290903,0,0,33,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
359,51,1,24.6,7.135368824967799,0,1,33,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
360,2,1,49.25,4.600157644164547,1,1,56,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
361,1,1,20.45,3.065724645374026,0,1,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
362,1,1,20.65,3.075005454448499,0,0,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
363,72,1,85.15,8.721243623673757,0,1,24,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0
364,3,1,50.15,5.020255537473246,1,1,69,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
365,72,1,66.5,8.47407690034261,0,1,44,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0
366,66,1,63.3,8.337779402963353,0,1,72,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
367,35,0,83.15,7.976337821198551,0,1,39,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
368,2,1,20.55,3.7400477406883357,0,0,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
369,65,1,59.6,8.262300941787448,0,0,89,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
370,27,1,104.65,7.9468121656811554,0,1,28,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
371,29,1,75.3,7.689233798332047,0,1,62,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
372,14,1,86.0,7.094234845924755,0,0,57,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
373,46,1,65.0,8.003363058629947,0,1,89,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
374,71,0,58.25,8.327665734371953,0,0,56,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
375,32,1,85.65,7.9163699180018,0,1,54,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
376,26,1,50.35,7.177858749159625,0,0,40,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
377,61,0,20.55,7.134532221528768,0,1,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
378,4,1,85.95,5.842964538789538,1,0,46,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
379,3,1,45.35,4.920345822748795,1,1,53,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
380,9,1,21.25,5.258796608385754,0,1,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
381,5,1,80.85,6.004504160615785,0,0,24,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
382,30,0,91.7,7.920083199053234,1,0,80,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
383,65,1,65.0,8.349011198176003,0,1,59,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0
384,45,1,87.25,8.27569471438005,1,0,58,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0
385,25,1,65.0,7.3938782901077555,0,1,35,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
386,72,0,79.05,8.646922364757685,0,0,56,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
387,27,0,90.15,7.797722569186776,0,0,71,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
388,32,0,50.6,7.390304877396391,0,1,22,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
389,30,0,110.45,8.106062061681445,0,0,65,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
390,70,0,101.0,8.863757191604241,0,1,72,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
391,42,1,79.35,8.111838077258517,0,1,51,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
392,72,1,89.85,8.774962298918265,0,0,76,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
393,10,0,98.55,6.89416332546267,1,1,33,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
394,61,1,24.1,7.293765699256166,0,0,72,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
395,5,1,44.05,5.3992932838880385,0,0,49,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
396,3,0,75.05,5.421198495923852,0,0,75,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
397,63,1,65.0,8.317766166719343,0,0,53,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
398,7,1,71.35,6.215507693665027,0,1,60,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0
399,15,1,85.9,7.162009825321399,1,0,22,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
400,72,1,90.35,8.780510847415401,0,0,22,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
401,22,0,89.25,7.582993038998515,1,0,44,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
402,3,1,70.3,5.356114465274254,1,1,82,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
403,11,1,35.8,5.978379307559327,0,0,24,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
404,14,0,20.4,5.6580875153940715,0,1,79,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
405,41,1,74.25,8.021338278580068,0,1,49,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
406,17,0,64.8,7.0054263061555835,0,1,88,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0
407,15,1,93.35,7.24511997438637,1,1,39,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
408,1,0,19.9,3.039749158970765,1,0,82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
409,33,1,95.8,8.059086511982477,1,1,90,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
410,72,1,110.65,8.983163698547807,0,0,28,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
411,3,0,40.3,4.803201036487226,0,0,75,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
412,59,1,107.0,8.750524669117937,0,0,72,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
413,2,0,45.35,4.51852237926242,1,1,74,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
414,71,1,73.35,8.558114381016498,0,1,89,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0
415,1,1,52.2,3.9740583963475986,1,0,32,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
416,63,1,40.6,7.8472936775759825,0,1,49,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
417,72,0,55.3,8.289690151324574,0,1,62,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
418,34,1,60.85,7.635255575913745,0,0,49,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
419,72,0,69.65,8.520348209109537,0,1,66,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
420,68,1,76.9,8.562204797245586,0,1,31,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
421,6,0,45.0,5.602118820879701,0,0,40,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
422,2,1,65.0,4.875197323201151,0,1,20,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
423,31,0,81.7,7.837435963975052,0,1,43,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
424,20,1,65.0,7.170888478512505,0,0,82,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
425,1,0,20.0,3.044522437723423,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
426,62,1,96.75,8.699431411404444,1,1,47,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
427,10,1,98.5,6.893656354602635,1,0,55,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
428,72,1,76.8,8.61805158772662,0,0,36,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0
429,1,1,69.55,4.256321678298823,1,1,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
430,42,0,25.25,6.967438281143311,0,0,40,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
431,34,0,30.4,6.941770157569414,0,1,79,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
432,21,1,111.2,7.756280956721596,1,1,58,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
433,43,1,79.15,8.132838678370764,0,1,33,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
434,47,1,103.1,8.486053339974843,0,1,84,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
435,16,1,89.45,7.266967002572839,1,0,39,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
436,7,1,95.6,6.5075761753032095,1,1,66,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0
437,60,0,90.95,8.604837701268284,1,1,42,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
438,50,0,108.55,8.599418131671907,1,0,88,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
439,38,0,25.05,6.859509966354143,0,1,72,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
440,70,0,74.1,8.554103545436334,0,0,49,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0
441,37,1,88.8,8.09760887474719,0,0,27,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
442,1,0,44.4,3.8155121050473024,1,1,73,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
443,55,1,100.0,8.612685172875459,1,0,69,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
444,13,1,30.85,5.996576458994158,0,0,87,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
445,15,0,20.55,5.734150011272598,0,0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
446,12,0,33.15,5.988460038087683,0,0,44,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
447,72,1,92.0,8.798605650854423,0,1,87,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
448,72,1,115.8,9.028650615554334,0,0,70,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
449,52,1,85.15,8.395883945983297,0,1,75,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0
450,1,0,50.8,3.9473901492654373,1,1,42,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
451,64,0,93.4,8.69594170582341,0,1,81,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
452,20,1,73.65,7.295735072749282,1,1,58,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
453,3,1,65.0,5.278114659230517,1,0,80,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
454,22,1,94.65,7.641708453934336,1,1,56,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
455,62,1,39.0,7.791109510610028,0,1,38,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
456,59,0,85.55,8.526836544463471,1,1,89,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
457,3,1,26.4,4.384523514872469,0,1,89,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
458,72,1,98.2,8.863813759089265,0,0,40,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
459,57,1,97.55,8.623596163527477,0,1,62,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0
460,45,0,99.7,8.409051032796535,0,1,84,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0
461,3,1,34.8,4.657762636107262,0,0,56,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
462,10,1,65.0,6.478509642208569,1,1,39,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0
463,26,0,19.3,6.220192476716092,0,1,79,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
464,49,1,65.0,8.066521490469993,0,0,48,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
465,1,1,20.05,3.0469005601283903,0,1,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
466,37,0,91.2,8.124269114802384,0,1,47,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
467,50,1,103.85,8.555163122667865,1,1,48,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
468,32,1,81.1,7.861804116458894,0,1,76,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
469,63,1,81.2,8.54024543494639,0,0,47,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
470,53,0,105.55,8.629655430038127,0,0,36,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
471,12,1,98.9,7.07985813558176,1,0,34,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0
472,50,1,94.4,8.459775920546287,0,1,24,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
473,2,0,19.5,3.6888794541139363,0,0,61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
474,9,0,98.3,6.786378292815537,1,0,88,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
475,9,1,100.5,6.808487277323468,1,1,89,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
476,19,1,65.35,7.125001475030262,0,1,69,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0
477,71,1,111.25,8.974586392384762,0,0,51,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
478,1,1,73.55,4.311470041210748,1,1,21,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
479,23,1,75.4,7.458877959512665,0,0,69,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
480,72,1,65.55,8.45969118914478,0,1,80,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
481,60,0,24.15,7.27931883541462,0,1,76,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
482,12,0,20.45,5.506956231659364,0,1,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
483,16,1,75.4,7.096224566362326,0,1,81,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
484,32,0,76.3,7.800818324736988,0,0,56,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0
485,3,1,79.4,5.477300022076477,1,0,88,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
486,13,1,81.15,6.962196114660383,1,0,68,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
487,72,0,19.3,7.237490587664918,0,1,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
488,4,1,84.6,5.827179352800126,1,0,68,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
489,12,1,33.6,6.001909804969521,0,0,51,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
490,65,1,108.05,8.857123726936688,0,0,66,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
491,15,0,19.9,5.702114417555504,0,0,49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
492,24,0,21.05,6.226931848111024,0,0,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
493,72,0,65.5,8.458928283284262,0,0,79,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
494,32,1,91.35,7.980776217983338,0,0,58,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
495,35,1,99.05,8.151261247643399,1,1,88,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
496,71,0,25.45,7.499948885702462,0,0,28,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
497,32,1,86.1,7.921608198441044,0,0,81,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
498,7,0,29.8,5.345200952446887,0,1,44,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
499,17,1,20.5,5.856503561673865,0,1,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
500,56,0,73.25,8.319473692442186,0,0,53,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
501,7,0,19.25,4.910814958814044,1,1,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
502,71,0,77.35,8.611202525487514,0,0,81,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
503,2,1,96.0,5.262690188904886,1,0,82,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
504,49,1,93.85,8.433735492625905,0,1,60,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
505,58,0,70.1,8.310611728401005,0,1,27,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
506,44,1,30.35,7.197734710482601,1,1,29,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
