,calculated_host_listings_count,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,days_past_last_review,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,latitude,longitude,accommodates,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,Seniority_days,instant_bookable_0,instant_bookable_1,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,require_guest_profile_picture_0,require_guest_profile_picture_1,require_guest_phone_verification_0,require_guest_phone_verification_1,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,has_availability_1,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_0.0,host_is_superhost_1.0,host_has_profile_pic_0,host_has_profile_pic_1,host_has_profile_pic_1.1,host_identity_verified_0,host_identity_verified_1
79,1.0,26.0,98.0,10.0,10.0,10.0,10.0,101.0,1.5,2.0,2.0,165.0,2.0,20.0,2.0,30.0,47.64236917,-122.3440864,4.0,100.0,100.0,1.0,1.0,651.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
80,1.0,53.0,96.0,10.0,10.0,10.0,10.0,616.0,2.0,3.0,4.0,285.0,1.0,0.0,2.0,365.0,47.63630285,-122.3478271,6.0,90.0,100.0,2.0,2.0,819.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
81,1.0,4.0,95.0,10.0,9.0,10.0,10.0,41.0,1.0,1.0,1.0,68.0,2.0,10.0,20.0,44.0,47.63770585,-122.3439878,2.0,100.0,79.73,1.0,1.0,1480.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
82,1.0,18.0,97.0,10.0,10.0,10.0,10.0,430.0,1.0,1.0,1.0,99.0,2.0,0.0,2.0,7.0,47.64071111,-122.3463179,2.0,100.0,100.0,1.0,1.0,681.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
83,1.0,63.0,99.0,10.0,10.0,10.0,10.0,608.0,1.0,1.0,1.0,142.0,1.0,0.0,3.0,10.0,47.64145197,-122.3528848,2.0,100.0,100.0,1.0,1.0,1144.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
84,1.0,16.0,93.0,10.0,10.0,9.0,10.0,338.0,1.0,1.0,2.0,150.0,2.0,25.0,2.0,15.0,47.64387483,-122.3461443,2.0,100.0,100.0,1.0,1.0,784.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
85,1.0,3.0,100.0,10.0,10.0,10.0,10.0,-274.0,3.5,4.0,4.0,335.0,1.0,0.0,2.0,16.0,47.64032332,-122.3493863,6.0,100.0,100.0,1.0,1.0,196.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
86,1.0,2.0,100.0,10.0,9.0,10.0,10.0,35.0,1.5,3.0,3.0,250.0,4.0,0.0,4.0,14.0,47.63703759,-122.353111,6.0,81.89,100.0,1.0,1.0,349.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
87,1.0,9.0,96.0,10.0,10.0,10.0,10.0,138.0,2.0,3.0,4.0,350.0,7.0,50.0,2.0,180.0,47.63786752,-122.3530645,8.0,100.0,100.0,3.0,3.0,737.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
88,1.0,11.0,91.0,9.0,9.0,10.0,10.0,-11.0,1.0,2.0,3.0,200.0,4.0,50.0,2.0,180.0,47.63784754,-122.3535869,4.0,100.0,100.0,3.0,3.0,737.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
89,1.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,2.0,2.0,2.0,180.0,3.0,0.0,2.0,9.0,47.63180066,-122.3559977,4.0,100.0,79.73,1.0,1.0,614.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
90,1.0,115.0,94.0,10.0,9.0,10.0,10.0,567.0,1.0,1.0,1.0,99.0,1.0,0.0,1.0,90.0,47.62833641,-122.3463335,2.0,100.0,100.0,1.0,1.0,646.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
91,1.0,10.0,92.0,10.0,10.0,10.0,10.0,104.0,1.0,1.0,1.0,160.0,0.0,0.0,1.0,180.0,47.63892542,-122.3562882,4.0,100.0,100.0,3.0,3.0,737.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
92,3.0,24.0,100.0,10.0,9.0,10.0,10.0,953.0,1.5,3.0,3.0,300.0,5.0,25.0,5.0,14.0,47.65386101,-122.3384965,5.0,100.0,100.0,4.0,4.0,1646.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
93,2.0,79.0,95.0,10.0,10.0,10.0,10.0,794.0,1.0,1.0,2.0,95.0,3.0,15.0,1.0,32.0,47.65317216,-122.3372994,3.0,100.0,100.0,3.0,3.0,983.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
94,3.0,13.0,100.0,10.0,10.0,10.0,10.0,700.0,2.0,1.0,1.0,105.0,1.0,35.0,5.0,60.0,47.65389856,-122.3380692,2.0,100.0,100.0,4.0,4.0,1646.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
95,1.0,27.0,96.0,10.0,10.0,10.0,10.0,366.0,1.0,1.0,1.0,110.0,1.0,0.0,2.0,20.0,47.66546743,-122.3235737,2.0,100.0,79.73,1.0,1.0,1406.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
96,2.0,5.0,84.0,10.0,8.0,9.0,8.0,-253.0,2.0,4.0,4.0,199.0,4.0,20.0,2.0,30.0,47.6669849,-122.3394022,8.0,100.0,100.0,5.0,5.0,847.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
97,2.0,5.0,96.0,10.0,10.0,10.0,10.0,97.0,1.5,2.0,3.0,209.0,1.0,0.0,3.0,120.0,47.65373805,-122.3389802,6.0,100.0,100.0,2.0,2.0,527.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
98,1.0,28.0,97.0,10.0,10.0,10.0,10.0,172.0,1.0,0.0,2.0,100.0,2.0,10.0,2.0,28.0,47.66895679,-122.3377825,4.0,100.0,100.0,1.0,1.0,150.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
99,1.0,97.0,96.0,10.0,10.0,10.0,10.0,1371.0,1.0,1.0,1.0,110.0,2.0,15.0,2.0,90.0,47.65588494,-122.332136,4.0,90.0,100.0,1.0,1.0,1682.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
100,1.0,15.0,96.0,10.0,10.0,10.0,10.0,-9.0,1.0,1.0,2.0,104.0,2.0,25.0,2.0,30.0,47.65163619,-122.3386218,2.0,100.0,100.0,1.0,1.0,989.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
101,1.0,3.0,100.0,10.0,10.0,9.0,10.0,189.0,2.0,2.0,2.0,200.0,1.0,0.0,3.0,14.0,47.66540203,-122.3393869,4.0,81.89,79.73,1.0,1.0,1890.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
102,1.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,1.0,0.0,2.0,99.0,2.0,30.0,2.0,30.0,47.65361625,-122.3325597,4.0,100.0,100.0,1.0,1.0,498.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
103,2.0,43.0,97.0,10.0,10.0,10.0,10.0,202.0,1.0,1.0,1.0,90.0,1.0,0.0,1.0,14.0,47.66474422,-122.3381738,2.0,100.0,100.0,2.0,2.0,542.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
104,1.0,3.0,93.0,10.0,10.0,10.0,10.0,95.0,1.0,0.0,1.0,80.0,1.0,0.0,5.0,10.0,47.66014668,-122.3415303,2.0,100.0,100.0,1.0,1.0,487.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
105,2.0,1.0,80.0,6.0,10.0,4.0,6.0,0.0,1.0,2.0,2.0,158.0,2.0,15.0,2.0,30.0,47.66692015,-122.3387942,4.0,100.0,100.0,5.0,5.0,847.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
106,1.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,1.0,1.0,2.0,100.0,1.0,0.0,1.0,8.0,47.65595529,-122.3321554,3.0,80.0,100.0,1.0,1.0,1056.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
107,1.0,61.0,97.0,10.0,9.0,10.0,10.0,1163.0,1.0,1.0,1.0,65.0,1.0,15.0,2.0,90.0,47.66369539,-122.3362252,2.0,100.0,100.0,1.0,1.0,1348.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
108,1.0,49.0,94.0,10.0,10.0,10.0,10.0,801.0,1.0,1.0,2.0,100.0,2.0,35.0,2.0,35.0,47.65611906,-122.3390315,4.0,100.0,100.0,1.0,1.0,899.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
109,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,40.0,1.0,0.0,7.0,90.0,47.66128295,-122.326836,1.0,100.0,100.0,1.0,1.0,1038.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
110,1.0,35.0,94.0,10.0,9.0,10.0,10.0,1622.0,1.0,1.0,1.0,110.0,1.0,0.0,2.0,30.0,47.66922781,-122.3351737,4.0,100.0,100.0,1.0,1.0,1796.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
111,3.0,2.0,100.0,10.0,8.0,10.0,10.0,201.0,1.5,3.0,4.0,195.0,5.0,20.0,5.0,90.0,47.65707098,-122.3238801,6.0,100.0,100.0,3.0,3.0,1598.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
112,3.0,86.0,97.0,10.0,10.0,10.0,10.0,387.0,2.0,1.0,1.0,55.0,1.0,25.0,1.0,365.0,47.66735094,-122.3399228,2.0,100.0,100.0,3.0,3.0,867.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
113,2.0,17.0,92.0,9.0,10.0,10.0,10.0,517.0,1.0,1.0,1.0,119.0,2.0,10.0,2.0,90.0,47.65089092,-122.3335344,4.0,100.0,100.0,2.0,2.0,1325.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
114,1.0,26.0,99.0,10.0,10.0,10.0,10.0,385.0,2.0,3.0,3.0,175.0,5.0,0.0,2.0,14.0,47.67206215,-122.3249283,5.0,100.0,100.0,1.0,1.0,511.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
115,2.0,12.0,95.0,10.0,10.0,9.0,10.0,179.0,1.0,2.0,2.0,126.0,2.0,20.0,2.0,30.0,47.66668939,-122.3392712,4.0,100.0,100.0,5.0,5.0,847.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
116,1.0,63.0,99.0,10.0,10.0,10.0,10.0,1632.0,1.0,1.0,1.0,70.0,1.0,10.0,2.0,30.0,47.6666711,-122.3326017,2.0,100.0,100.0,1.0,1.0,2076.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
117,1.0,54.0,100.0,10.0,10.0,10.0,10.0,585.0,1.0,1.0,1.0,90.0,2.0,10.0,2.0,365.0,47.67065922,-122.3359619,2.0,100.0,100.0,1.0,1.0,487.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
118,1.0,64.0,97.0,10.0,10.0,10.0,10.0,429.0,1.0,2.0,2.0,95.0,2.0,15.0,2.0,29.0,47.6618228,-122.3293007,4.0,100.0,100.0,1.0,1.0,1160.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
119,2.0,207.0,96.0,10.0,10.0,10.0,10.0,1213.0,1.0,1.0,1.0,55.0,1.0,10.0,1.0,31.0,47.66947906,-122.3294415,2.0,93.0,100.0,2.0,2.0,1668.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
120,2.0,203.0,95.0,9.0,10.0,10.0,10.0,1274.0,1.0,1.0,3.0,55.0,1.0,20.0,1.0,30.0,47.65098656,-122.3417048,3.0,100.0,100.0,2.0,2.0,1365.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
121,1.0,5.0,100.0,10.0,10.0,10.0,10.0,50.0,3.0,4.0,5.0,575.0,0.0,0.0,4.0,31.0,47.65767236,-122.3258483,8.0,100.0,100.0,1.0,1.0,435.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
122,1.0,21.0,92.0,10.0,9.0,9.0,10.0,485.0,1.0,1.0,1.0,139.0,1.0,0.0,2.0,10.0,47.64952916,-122.3321774,2.0,100.0,100.0,1.0,1.0,1122.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
123,2.0,35.0,94.0,10.0,10.0,10.0,10.0,378.0,1.0,1.0,1.0,85.0,2.0,10.0,2.0,90.0,47.65059636,-122.3340379,4.0,100.0,100.0,2.0,2.0,1325.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
124,1.0,66.0,97.0,10.0,9.0,10.0,10.0,835.0,1.5,1.0,1.0,70.0,2.0,25.0,2.0,14.0,47.66266784,-122.3450441,2.0,100.0,100.0,1.0,1.0,1357.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
125,3.0,1.0,80.0,8.0,8.0,10.0,10.0,0.0,1.0,1.0,1.0,95.0,2.0,25.0,5.0,60.0,47.65321009,-122.3399708,2.0,100.0,100.0,4.0,4.0,1646.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
126,1.0,5.0,92.0,10.0,9.0,10.0,10.0,41.0,1.0,2.0,2.0,215.0,1.0,0.0,2.0,31.0,47.65355382,-122.3289685,4.0,81.89,79.73,1.0,1.0,1149.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
127,1.0,5.0,88.0,10.0,10.0,10.0,10.0,39.0,1.0,0.0,1.0,85.0,0.0,0.0,2.0,30.0,47.65769988,-122.3341513,2.0,71.0,100.0,1.0,1.0,584.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
128,1.0,2.0,90.0,9.0,10.0,10.0,10.0,133.0,1.0,1.0,1.0,130.0,1.0,0.0,5.0,22.0,47.66432019,-122.3291753,2.0,81.89,79.73,1.0,1.0,300.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
129,1.0,13.0,90.0,10.0,10.0,9.0,9.0,254.0,1.0,1.0,1.0,95.0,2.0,25.0,2.0,15.0,47.6716421,-122.3252768,3.0,81.89,79.73,1.0,1.0,912.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
130,1.0,4.0,95.0,10.0,10.0,10.0,10.0,20.0,1.0,2.0,1.0,175.0,4.0,50.0,3.0,28.0,47.65543135,-122.3334223,4.0,100.0,100.0,1.0,1.0,1911.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
131,1.0,69.0,96.0,10.0,10.0,10.0,10.0,1483.0,1.0,1.0,2.0,80.0,2.0,0.0,4.0,365.0,47.66230982,-122.3268488,3.0,100.0,100.0,2.0,2.0,1645.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
132,1.0,30.0,98.0,10.0,10.0,10.0,10.0,194.0,1.0,2.0,4.0,160.0,4.0,20.0,2.0,30.0,47.65899259,-122.3246634,6.0,100.0,100.0,1.0,1.0,500.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
133,2.0,16.0,93.0,9.0,9.0,10.0,10.0,1264.0,1.0,1.0,2.0,55.0,1.0,15.0,3.0,30.0,47.66642488,-122.3349052,3.0,80.0,100.0,2.0,2.0,1667.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
134,3.0,14.0,100.0,10.0,10.0,10.0,10.0,1308.0,2.5,1.0,1.0,150.0,1.0,25.0,5.0,60.0,47.6516632,-122.339685,2.0,100.0,100.0,4.0,4.0,1646.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
135,2.0,4.0,93.0,10.0,9.0,10.0,10.0,366.0,2.0,3.0,5.0,250.0,7.0,25.0,2.0,28.0,47.65612702,-122.3353029,7.0,100.0,100.0,3.0,3.0,983.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
136,1.0,84.0,97.0,10.0,10.0,10.0,10.0,549.0,1.0,0.0,2.0,100.0,1.0,0.0,2.0,14.0,47.67048822,-122.3226001,3.0,100.0,100.0,1.0,1.0,1375.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
137,1.0,86.0,99.0,10.0,10.0,10.0,10.0,1191.0,1.0,2.0,2.0,150.0,2.0,15.0,2.0,27.0,47.65243416,-122.3378533,4.0,100.0,100.0,1.0,1.0,1538.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
138,2.0,15.0,97.0,10.0,9.0,10.0,10.0,1096.0,1.0,1.0,2.0,45.0,1.0,10.0,3.0,31.0,47.668176,-122.3373708,3.0,80.0,100.0,2.0,2.0,1667.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
139,1.0,1.0,80.0,10.0,8.0,10.0,10.0,0.0,1.0,1.0,2.0,60.0,2.0,20.0,1.0,4.0,47.66190551,-122.3239717,2.0,100.0,100.0,1.0,1.0,524.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
140,1.0,47.0,95.0,10.0,9.0,9.0,9.0,2128.0,2.0,3.0,3.0,310.0,4.0,15.0,3.0,90.0,47.65447679,-122.3364643,8.0,90.0,100.0,3.0,3.0,2532.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
141,2.0,83.0,92.0,9.0,9.0,10.0,10.0,1021.0,1.0,1.0,1.0,57.0,2.0,25.0,1.0,60.0,47.66358479,-122.340728,2.0,93.0,100.0,2.0,2.0,1069.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
142,2.0,44.0,98.0,10.0,10.0,10.0,10.0,209.0,1.0,0.0,1.0,120.0,2.0,10.0,1.0,29.0,47.66440368,-122.3381274,3.0,100.0,100.0,2.0,2.0,542.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
143,1.0,32.0,88.0,9.0,9.0,9.0,9.0,1564.0,1.0,1.0,6.0,120.0,2.0,15.0,3.0,21.0,47.65478743,-122.3365199,6.0,90.0,100.0,3.0,3.0,2532.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
144,1.0,24.0,99.0,10.0,10.0,10.0,10.0,443.0,3.0,6.0,6.0,490.0,6.0,10.0,2.0,45.0,47.64923604,-122.3321802,12.0,100.0,79.73,2.0,2.0,1262.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
145,2.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,2.0,255.0,2.0,50.0,4.0,270.0,47.64811529,-122.3316654,2.0,100.0,100.0,5.0,5.0,1253.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
146,1.0,88.0,97.0,10.0,10.0,10.0,10.0,444.0,1.0,1.0,1.0,95.0,1.0,0.0,1.0,10.0,47.65437002,-122.3278962,2.0,100.0,100.0,1.0,1.0,729.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
147,3.0,49.0,95.0,10.0,10.0,10.0,10.0,473.0,2.0,1.0,1.0,55.0,1.0,25.0,1.0,365.0,47.66858111,-122.3368802,2.0,100.0,100.0,3.0,3.0,867.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
148,1.0,5.0,100.0,10.0,10.0,10.0,10.0,84.0,1.0,1.0,1.0,85.0,1.0,0.0,2.0,21.0,47.66029589,-122.3402608,2.0,100.0,100.0,1.0,1.0,292.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
149,1.0,32.0,96.0,10.0,10.0,10.0,10.0,337.0,1.0,2.0,3.0,144.0,1.0,0.0,1.0,30.0,47.67146344,-122.3341332,5.0,80.0,100.0,1.0,1.0,495.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
150,3.0,73.0,98.0,10.0,10.0,10.0,10.0,380.0,2.0,1.0,1.0,55.0,1.0,25.0,1.0,365.0,47.66536801,-122.3399943,2.0,100.0,100.0,3.0,3.0,867.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
151,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,2.0,3.0,3.0,175.0,4.0,30.0,3.0,24.0,47.64181148,-122.3740712,4.0,81.89,79.73,1.0,1.0,718.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
152,1.0,118.0,93.0,10.0,9.0,9.0,9.0,1039.0,1.0,1.0,2.0,95.0,2.0,0.0,1.0,31.0,47.64675745,-122.3527991,4.0,100.0,100.0,2.0,2.0,945.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
153,1.0,2.0,100.0,10.0,10.0,10.0,10.0,1328.0,3.0,4.0,5.0,395.0,9.0,10.0,3.0,30.0,47.64528801,-122.3726424,9.0,100.0,100.0,1.0,1.0,1793.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
154,1.0,23.0,97.0,10.0,10.0,10.0,10.0,238.0,1.0,0.0,1.0,145.0,2.0,60.0,2.0,14.0,47.64491325,-122.3734628,2.0,100.0,100.0,1.0,1.0,861.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
155,1.0,38.0,96.0,10.0,10.0,10.0,10.0,793.0,2.0,3.0,3.0,425.0,1.0,0.0,2.0,21.0,47.6409471,-122.3573748,6.0,100.0,100.0,1.0,1.0,1628.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
156,1.0,2.0,100.0,10.0,10.0,10.0,10.0,434.0,2.0,2.0,4.0,300.0,1.0,0.0,7.0,30.0,47.65079525,-122.3723846,5.0,81.89,79.73,1.0,1.0,2406.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
157,1.0,28.0,99.0,10.0,10.0,10.0,10.0,154.0,1.0,2.0,2.0,275.0,4.0,20.0,2.0,30.0,47.64238208,-122.3720728,4.0,100.0,100.0,1.0,1.0,1696.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
158,1.0,27.0,96.0,10.0,9.0,10.0,10.0,339.0,1.0,1.0,1.0,53.0,1.0,0.0,1.0,30.0,47.64519299,-122.3758195,2.0,100.0,100.0,1.0,1.0,1567.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
159,1.0,28.0,89.0,9.0,9.0,10.0,10.0,56.0,1.0,2.0,2.0,74.0,2.0,15.0,3.0,20.0,47.643435,-122.3730079,4.0,100.0,100.0,1.0,1.0,475.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
160,1.0,1.0,94.54,9.64,9.56,9.79,9.81,0.0,3.0,3.0,2.0,250.0,5.0,100.0,3.0,15.0,47.64413086,-122.3562992,6.0,81.89,79.73,1.0,1.0,1707.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
